what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1320153047628
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1320153047628
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1320153047628
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1320153047628
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1320153047628
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1320153047628
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1320153047628
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1320153047628
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1320153047628
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1320153047628
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1320153047628
started,bundle,org.eclipse.pde,3.6.100.v201106131736,"org.eclipse.pde",1320153047628
started,bundle,org.eclipse.pde.core,3.7.0.v20110603,"org.eclipse.pde.core",1320153047628
started,bundle,org.eclipse.scout.commons,3.7.0.201106070527,"org.eclipse.scout.commons",1320153047628
started,bundle,org.eclipse.scout.nls.sdk,3.7.0.201106070527,"org.eclipse.scout.nls.sdk",1320153047628
started,bundle,org.eclipse.scout.sdk,3.7.0.201106070527,"org.eclipse.scout.sdk",1320153047628
started,bundle,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui",1320153047628
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1320153047628
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1320153047628
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1320153047628
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1320153047628
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1320153047628
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1320153047628
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1320153047628
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1320153047628
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1320153047628
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1320153047628
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1320153047628
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1320153047628
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1320153047628
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1320153047628
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1320153047628
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1320153047628
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1320153047628
os,sysinfo,,,"win32",1320153047628
arch,sysinfo,,,"x86",1320153047628
ws,sysinfo,,,"win32",1320153047628
locale,sysinfo,,,"de_CH",1320153047628
processors,sysinfo,,,"2",1320153047628
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320153047628
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1320153047628
java.specification.name,sysinfo,,,"Java Platform API Specification",1320153047628
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1320153047628
java.specification.version,sysinfo,,,"1.6",1320153047628
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1320153047628
java.version,sysinfo,,,"1.6.0_26",1320153047628
java.vm.info,sysinfo,,,"mixed mode, sharing",1320153047628
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1320153047628
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320153047628
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1320153047628
java.vm.specification.version,sysinfo,,,"1.0",1320153047628
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1320153047628
java.vm.version,sysinfo,,,"20.1-b02",1320153047628
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1320153047940
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1320153049547
started,bundle,org.eclipse.pde.build,3.7.0.v20110512-1320,"org.eclipse.pde.build",1320153050327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320153114395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320153115394
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320153115456
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1320153115628
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1320153116314
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1320153116314
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1320153116423
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1320153116423
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1320153116423
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1320153116423
stopped,bundle,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui",1320153116423
stopped,bundle,org.eclipse.scout.sdk,3.7.0.201106070527,"org.eclipse.scout.sdk",1320153116423
stopped,bundle,org.eclipse.scout.nls.sdk,3.7.0.201106070527,"org.eclipse.scout.nls.sdk",1320153116423
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20110508,"org.eclipse.pde.runtime",1320153116423
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1320153116423
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1320153116423
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1320153116423
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1320153116423
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1320153116423
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1320153116423
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1320153116423
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1320153116423
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1320153116423
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1320153116423
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1320153116423
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1320153116423
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1320153116423
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1320153116439
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1320153116439
