what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155646095
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155651448
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320155651970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155660223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155662578
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1320155664965
activated,perspective,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.ScoutPerspective",1320155666260
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320155666276
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.outline.ScoutExplorerPart",1320155666775
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.properties.ScoutPropertyView",1320155673732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155675573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155682047
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1320155683469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155687541
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155689834
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.outline.ScoutExplorerPart",1320155690287
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.properties.ScoutPropertyView",1320155691784
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.outline.ScoutExplorerPart",1320155697759
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.properties.ScoutPropertyView",1320155700083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155701893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155702439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155702579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155710832
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.outline.ScoutExplorerPart",1320155712642
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.properties.ScoutPropertyView",1320155716324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155716948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155825857
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.outline.ScoutExplorerPart",1320155825857
activated,view,org.eclipse.scout.sdk.ui,3.7.0.201106070527,"org.eclipse.scout.sdk.ui.internal.view.properties.ScoutPropertyView",1320155832159
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1320155832971
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1320155833111
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1320155833205
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320155833251
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1320155833345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320155968433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320156011476
